Date,Route,Time,Day,Location,Incident,Min Delay,Min Gap,Direction,Vehicle
16-Jul-24,105,09:53,Tuesday,SHEPPARD WEST STATION,Vision,11,22,S,7104
16-Jul-24,21,09:56,Tuesday,BRIMLEY AND BRIMORTON,Operations - Operator,20,40,N,8472
16-Jul-24,38,09:57,Tuesday,ELLESMERE AND MARKHAM,Mechanical,12,24,,1242
16-Jul-24,36,09:57,Tuesday,HUMBERWOOD AND MORNING,Mechanical,6,12,W,9110
16-Jul-24,23,10:02,Tuesday,MAIN STREET STATION,Operations - Operator,9,18,,8469
16-Jul-24,36,10:02,Tuesday,HUMBERWOOD AND VIEW GR,Mechanical,6,12,W,9114
16-Jul-24,112,10:04,Tuesday,KIPLING STATION,Mechanical,23,46,N,8063
16-Jul-24,123,10:04,Tuesday,LONG BRANCH LOOP,Mechanical,13,26,S,8098
16-Jul-24,110,10:11,Tuesday,HORNER AND CONNORVALE,Mechanical,27,54,S,8104
16-Jul-24,43,10:12,Tuesday,KENNEDY AND TREVERTON,Mechanical,20,40,N,3208
16-Jul-24,927,10:20,Tuesday,DUNDAS WEST AND EAST M,Mechanical,10,20,S,3633
16-Jul-24,28,10:22,Tuesday,BAYVIEW AND NESBITT,Diversion,0,0,W,7207
16-Jul-24,133,10:25,Tuesday,KENNEDY AND ELLESMERE,Mechanical,15,30,N,1232
16-Jul-24,17,10:29,Tuesday,BIRCHMOUNT AND DULVERT,Emergency Services,19,44,N,3130
16-Jul-24,108,10:30,Tuesday,SHEPPARD WEST STATION,Mechanical,13,26,E,3586
16-Jul-24,939,10:41,Tuesday,FINCH AND BEECROFT RD,Collision - TTC,14,28,E,3119
16-Jul-24,123,10:46,Tuesday,BROWNS LINE AND VALERM,Collision - TTC,23,46,S,3358
16-Jul-24,29,10:52,Tuesday,DUFFERIN AND ROSEMOUNT,Emergency Services,8,16,N,9024
16-Jul-24,116,11:00,Tuesday,KENNEDY STATION,Mechanical,10,20,W,1230
16-Jul-24,85,11:02,Tuesday,SHEPPARD EAST AND NEIL,Mechanical,25,50,E,1575
16-Jul-24,39,11:07,Tuesday,FINCH EAST AND YONGE,Mechanical,8,17,W,9223
16-Jul-24,985,11:11,Tuesday,DON MILLS STATION,Mechanical,12,24,E,9048
16-Jul-24,35,11:11,Tuesday,JANE AND TRETHEWEY,Mechanical,5,10,N,1128
16-Jul-24,102,11:15,Tuesday,MARKHAM AND GREENHOLM,Mechanical,12,24,N,3408
16-Jul-24,123,11:26,Tuesday,LONG BRANCH LOOP,Mechanical,23,46,S,8179
16-Jul-24,43,11:26,Tuesday,EGLINTON EAST AND KENN,Mechanical,20,40,S,3244
16-Jul-24,119,11:27,Tuesday,WILSON AND DUFFERIN,General Delay,113,143,E,7103
16-Jul-24,109,11:30,Tuesday,EGLINTON WEST STATION,Mechanical,40,80,N,7013
16-Jul-24,12,11:33,Tuesday,KENNEDY STATION,Cleaning - Unsanitary,30,60,W,8520
16-Jul-24,929,11:33,Tuesday,WILSON STATION,Mechanical,8,16,S,9028
16-Jul-24,133,11:34,Tuesday,ELLESMERE AND DORMINGT,Mechanical,12,24,S,1296
16-Jul-24,53,11:35,Tuesday,STEELES EAST AND FENTO,Mechanical,19,38,W,3118
16-Jul-24,25,11:37,Tuesday,DON MILLS AND BARBER G,General Delay,36,45,S,8691
16-Jul-24,995,11:37,Tuesday,YORK MILLS STATION,Mechanical,20,40,W,1579
16-Jul-24,29,11:40,Tuesday,DUFFERIN AND QUEEN,Diversion,88,96,,9135
16-Jul-24,925,11:41,Tuesday,DON MILLS AND BARBER G,General Delay,36,48,S,8762
16-Jul-24,996,11:43,Tuesday,WILSON STATION,Diversion,97,107,W,3590
16-Jul-24,929,11:43,Tuesday,DUFFERIN AND QUEEN,Diversion,90,100,,9137
16-Jul-24,118,11:46,Tuesday,WILSON STATION,General Delay,97,127,W,7049
16-Jul-24,80,11:51,Tuesday,LAKESHORE AND ELLIS,General Delay,22,44,W,8169
16-Jul-24,47,11:51,Tuesday,CALENDONIA AND GLENGRO,General Delay,18,36,S,7073
16-Jul-24,36,11:52,Tuesday,FINCH AND CHESSWOOD,Diversion,330,336,E,9121
16-Jul-24,100,11:52,Tuesday,OVERLEA AND DON MILLS,Collision - TTC,10,20,E,8832
16-Jul-24,25,11:53,Tuesday,DON MILLS AND BARBER G,Diversion,36,45,S,8691
16-Jul-24,925,11:54,Tuesday,DON MILLS AND BARBER G,Diversion,36,48,S,8762
16-Jul-24,7,11:56,Tuesday,GREENWIN VILLAGE AND B,Investigation,12,24,W,9016
16-Jul-24,53,11:57,Tuesday,STEELES EAST AND ESNA,General Delay,115,98,W,3116
16-Jul-24,32,12:02,Tuesday,EGLINTON AND MARLEE,Operations - Operator,12,24,E,7294
16-Jul-24,121,12:03,Tuesday,BERKELEY AND FRONT EAS,General Delay,31,51,W,8471
16-Jul-24,60,12:07,Tuesday,FINCH STATION,Mechanical,11,22,W,8379
16-Jul-24,120,12:09,Tuesday,WILSON AND MURRAY,Diversion,71,101,E,8842
16-Jul-24,96,12:10,Tuesday,HUMBER COLLEGE,Diversion,70,80,E,3542
16-Jul-24,53,12:16,Tuesday,STEELES AND VICTORIA P,Diversion,115,98,W,3116
16-Jul-24,72,12:20,Tuesday,75 THORNCLIFFE PARK DR,Emergency Services,8,16,N,8607
16-Jul-24,80,12:21,Tuesday,LAKESHORE AND ELLIS,Diversion,515,535,E,8169
16-Jul-24,112,12:23,Tuesday,KIPLING STATION,Utilized Off Route,12,24,N,8329
16-Jul-24,71,12:24,Tuesday,BLACK CREEK AND EGLINT,Diversion,17,32,S,8963
16-Jul-24,168,12:27,Tuesday,OLD WESTON AND ROGERS,Mechanical,15,30,N,7232
16-Jul-24,63,12:27,Tuesday,SUNNYSIDE LOOP,Mechanical,8,16,N,8378
16-Jul-24,53,12:29,Tuesday,YONGE AND NIPIGON,Investigation,13,19,S,3205
16-Jul-24,44,12:31,Tuesday,COLONEL SAMUEL AND HUM,Mechanical,8,15,N,8099
16-Jul-24,165,12:38,Tuesday,WILSON AND MURRAY,Diversion,67,75,,0
16-Jul-24,59,12:39,Tuesday,SHEFFIELD AND INGRAM,Diversion,282,312,W,7083
16-Jul-24,161,12:39,Tuesday,HUMBER AND CLIFF,Diversion,40,80,E,7243
16-Jul-24,91,12:39,Tuesday,HOLLINGER AND DOHME,Diversion,174,199,N,8835
16-Jul-24,161,12:40,Tuesday,HUMBER AND WESTON,General Delay,40,80,W,7243
16-Jul-24,202,12:40,Tuesday,CHERRY AND LAKE SHORE,General Delay,99,129,E,8791
16-Jul-24,97,12:41,Tuesday,YONGE AND ST CLAIR,Diversion,181,208,,0
16-Jul-24,118,12:44,Tuesday,WILSON AND MURAY,Diversion,97,127,W,7049
16-Jul-24,985,12:45,Tuesday,SHEPPARD EAST AND MIDL,General Delay,220,235,W,3494
16-Jul-24,47,12:45,Tuesday,QUEEN AND LANSDOWNE,Utilized Off Route,18,36,S,7093
16-Jul-24,935,12:48,Tuesday,JANE AND JOHNS,Utilized Off Route,15,30,S,1353
16-Jul-24,29,12:48,Tuesday,DUFFERIN GATE LOOP,Utilized Off Route,8,16,N,9432
16-Jul-24,985,12:50,Tuesday,SHEPPARD AND REIDMOUNT,Diversion,215,225,,9048
16-Jul-24,123,12:52,Tuesday,NORTH QUEEN AND THE EA,Utilized Off Route,25,50,N,8310
16-Jul-24,35,12:53,Tuesday,JANE AND EGLINTON,Utilized Off Route,8,15,S,7308
16-Jul-24,40,12:54,Tuesday,DUNDAS WEST STATION,Operations - Operator,22,44,W,8153
16-Jul-24,927,12:58,Tuesday,HIGHWAY 27 AND QUEENS,General Delay,58,68,S,3560
16-Jul-24,32,13:00,Tuesday,TRETHEWEY AND BROOKHAV,General Delay,0,0,W,7265
16-Jul-24,900,13:01,Tuesday,KIPLING STATION,Utilized Off Route,9,18,N,3335
16-Jul-24,19,13:08,Tuesday,BAY AND CHARLES,Mechanical,10,20,N,8490
16-Jul-24,35,13:09,Tuesday,JANE AND HARDING,Utilized Off Route,6,14,S,1066
16-Jul-24,63,13:11,Tuesday,OSSINGTON STATION,Utilized Off Route,10,18,N,8342
16-Jul-24,19,13:13,Tuesday,BAY AND BLOOR,Mechanical,10,20,N,8490
16-Jul-24,40,13:18,Tuesday,DUNDAS AND CHELSEA,General Delay,0,0,W,8153
16-Jul-24,29,13:21,Tuesday,EXHIBITION WEST LOOP,Utilized Off Route,8,16,N,9444
16-Jul-24,41,13:24,Tuesday,KEELE AND DUNDAS WEST,Mechanical,12,24,S,9037
16-Jul-24,20,13:24,Tuesday,MIDLAND AND DANFORTH,Mechanical,20,40,N,8580
16-Jul-24,31,13:33,Tuesday,COXWELL STATION,Mechanical,15,30,S,8407
16-Jul-24,112,13:33,Tuesday,THE WEST MALL AND MALL,Utilized Off Route,12,24,S,8192
16-Jul-24,72,13:40,Tuesday,PAPE AND LIPTON,Mechanical,8,16,N,8476
16-Jul-24,52,13:42,Tuesday,PEARSON AIRPORT,Operations - Operator,13,18,E,0
16-Jul-24,84,13:42,Tuesday,PEARSON AIRPORT,Operations - Operator,13,18,E,0
16-Jul-24,,13:44,Tuesday,77 HOWARD STREET,Utilized Off Route,0,0,,8410
16-Jul-24,45,13:48,Tuesday,KIPLING STATION,Operations - Operator,16,32,S,7326
16-Jul-24,52,13:49,Tuesday,LAWRENCE AND RALPH,Security,0,0,E,1381
16-Jul-24,111,13:50,Tuesday,KIPLING STATION,General Delay,20,40,N,8157
16-Jul-24,927,13:52,Tuesday,HUMBER COLLEGE,Operations - Operator,9,16,S,0
16-Jul-24,42,13:53,Tuesday,MCNICOLL AND SILVER ST,Operations - Operator,15,30,W,3237
16-Jul-24,75,13:55,Tuesday,ELM AND SHERBOURNE,Utilized Off Route,8,16,W,8525
16-Jul-24,32,13:57,Tuesday,EGLINTON AND ISLINGTON,Collision - TTC,10,20,W,1145
16-Jul-24,116,14:00,Tuesday,NIGHTSTAR AND WHARNSBY,Mechanical,10,20,W,1223
16-Jul-24,121,14:04,Tuesday,GERRARD AND RIVER,General Delay,0,0,W,8471
16-Jul-24,91,14:04,Tuesday,WOODBINE AND BROOKBANK,Diversion,134,154,,0
16-Jul-24,960,14:05,Tuesday,STEELES AND DIRECTOR,Mechanical,8,16,W,8350
16-Jul-24,935,14:11,Tuesday,RAY AND INDUSTRY,Utilized Off Route,12,20,N,1146
16-Jul-24,110,14:14,Tuesday,BLOOR AND ISLINGTON,General Delay,0,0,S,8317
16-Jul-24,123,14:18,Tuesday,THE QUEENSWAY AND NORT,General Delay,0,0,S,8158
16-Jul-24,61,14:22,Tuesday,EGLINTON WEST AND ORIO,Mechanical,19,38,S,7045
16-Jul-24,111,14:25,Tuesday,KIPLING STATION,Mechanical,20,40,N,8219
16-Jul-24,32,14:25,Tuesday,EGLINTON AND MARLEE,Collision - TTC,12,24,E,7264
16-Jul-24,41,14:29,Tuesday,KEELE AND DENSLEY,General Delay,0,0,N,7327
16-Jul-24,40,14:30,Tuesday,DUNDAS WEST AND CHELSE,Operations - Operator,24,48,W,8148
16-Jul-24,935,14:36,Tuesday,JANE AND LAWRENCE,Utilized Off Route,8,16,N,1003
16-Jul-24,52,14:37,Tuesday,LAWRENCE AND RALPH,Security,0,0,W,3535
16-Jul-24,85,14:41,Tuesday,SHEPPARD EAST AND MORN,Mechanical,10,20,W,3654
16-Jul-24,23,14:41,Tuesday,MAIN STREET STATION,Operations - Operator,14,26,N,0
16-Jul-24,202,14:42,Tuesday,CHERRY AND LAKESHORE,General Delay,224,254,S,8791
16-Jul-24,56,14:43,Tuesday,EGLINTON AND DUNFIELD,General Delay,0,0,N,8800
16-Jul-24,35,14:55,Tuesday,JANE AND CORNELL,Mechanical,6,13,N,1419
16-Jul-24,63,15:05,Tuesday,OSSINGTON AND QUEEN,General Delay,0,0,,7084
16-Jul-24,25,15:05,Tuesday,PAPE AND RIVERCOURT,General Delay,0,0,N,8813
16-Jul-24,935,15:06,Tuesday,JANE AND BLOOR,Utilized Off Route,12,25,N,1134
16-Jul-24,45,15:07,Tuesday,KIPLING STATION,General Delay,0,0,N,7204
16-Jul-24,44,15:10,Tuesday,KIPLING AND LAKESHORE,Security,6,12,N,8159
16-Jul-24,130,15:12,Tuesday,MIDDLEFIELD AND PASSMO,Diversion,190,210,,1576
16-Jul-24,925,15:20,Tuesday,BROADVIEW STATION,Mechanical,10,19,S,8742
16-Jul-24,7,15:20,Tuesday,DUFFERIN AND EGLINTON,Mechanical,10,20,N,9004
16-Jul-24,995,15:23,Tuesday,ELLESMERE AND BELLAMY,Mechanical,20,35,E,1653
16-Jul-24,47,15:27,Tuesday,CALEDONIA AND EGLINTON,Utilized Off Route,18,36,S,7017
16-Jul-24,122,15:29,Tuesday,YORK MILLS AND BIRCHWO,Mechanical,15,30,W,1259
16-Jul-24,108,15:30,Tuesday,PIONEER VILLAGE STATIO,Mechanical,24,48,E,1394
16-Jul-24,941,15:36,Tuesday,RAY AND INDUSTRY,Operations - Operator,15,30,N,9143
16-Jul-24,12,15:38,Tuesday,VICTORIA AND KINGSTON,Cleaning - Unsanitary,30,60,E,8590
16-Jul-24,43,15:41,Tuesday,KENNEDY AND STEELES EA,Mechanical,10,20,N,3235
16-Jul-24,41,15:53,Tuesday,IAN MACDONALD AND CHIM,Operations - Operator,12,24,S,7327
16-Jul-24,937,16:12,Tuesday,BLOOR AND RESURRECTION,Utilized Off Route,13,26,N,3369
16-Jul-24,162,16:12,Tuesday,LAWRENCE AND WANLESS,Operations - Operator,30,60,E,8644
16-Jul-24,47,16:13,Tuesday,BLOOR AND RUNNYMEDE,Collision - TTC,0,0,W,7017
16-Jul-24,131,16:14,Tuesday,LITTLES AND BIRRELL,Mechanical,12,24,N,1321
16-Jul-24,43,16:15,Tuesday,BIRCHMOUNT AND HUNTING,General Delay,0,0,S,8904
16-Jul-24,953,16:17,Tuesday,MORNINGSIDE AND FINCH,Collision - TTC,15,30,W,9098
16-Jul-24,94,16:21,Tuesday,WELLESLEY AND CHURCH,Collision - TTC,20,40,E,8487
16-Jul-24,85,16:21,Tuesday,DON MILLS AND SHEPPARD,General Delay,0,0,E,1233
16-Jul-24,937,16:23,Tuesday,KIPLING AND SIX POINT,Utilized Off Route,14,28,E,8312
16-Jul-24,960,16:26,Tuesday,KIPLING AND STEELES,Mechanical,7,14,N,3528
16-Jul-24,43,16:27,Tuesday,KENNEDY AND FINCH,Diversion,69,79,S,3146
16-Jul-24,99,16:31,Tuesday,SHEPPARD YONGE STATION,Security,30,60,E,8934
16-Jul-24,161,16:33,Tuesday,ROGERS AND CALEDONIA,Operations - Operator,12,24,E,7279
16-Jul-24,52,16:36,Tuesday,LAWRENCE AND WESTON,General Delay,0,0,,0
16-Jul-24,32,16:39,Tuesday,EGLINTON AND CALEDONIA,Mechanical,10,20,E,7219
16-Jul-24,903,16:40,Tuesday,KENNEDY STATION,Mechanical,8,16,E,9420
16-Jul-24,929,16:42,Tuesday,DUFFERIN AND LAWRENCE,Operations - Operator,8,16,N,9448
16-Jul-24,161,16:55,Tuesday,ST CLAIR AND OAKWOOD,General Delay,0,0,W,7235
16-Jul-24,168,16:58,Tuesday,DAVENPORT AND OLD WEST,General Delay,0,0,N,3743
16-Jul-24,29,16:59,Tuesday,DUFFERIN AND ST CLAIR,General Delay,0,0,N,9457
16-Jul-24,56,17:00,Tuesday,EGLINTON AVE AND MT. P,Mechanical,16,32,E,8837
16-Jul-24,929,17:00,Tuesday,DUFFERIN AND LIBERTY,General Delay,0,0,N,9441
16-Jul-24,60,17:04,Tuesday,YONGE AND CUMMER,Mechanical,8,16,E,7121
16-Jul-24,925,17:05,Tuesday,OVERLEA AND THORNCLIFF,Collision - TTC,9,18,E,8781
16-Jul-24,35,17:06,Tuesday,JANE AND BLOOR,Mechanical,12,24,E,1147
16-Jul-24,165,17:09,Tuesday,YORK MILLS STATION,Emergency Services,7,15,,1345
16-Jul-24,75,17:11,Tuesday,ELM AND GLENN,Diversion,0,0,S,8525
16-Jul-24,42,17:11,Tuesday,MIDLAND AND MCNICOLL,Mechanical,15,30,W,3268
16-Jul-24,36,17:13,Tuesday,FINCH WEST STATION,Mechanical,6,12,N,9104
16-Jul-24,927,17:26,Tuesday,KIPLING STATION,Operations - Operator,10,20,S,8907
16-Jul-24,79,17:34,Tuesday,JANE AND LAWRENCE,Operations - Operator,20,40,S,7206
16-Jul-24,32,17:38,Tuesday,EGLINTON STATION,Mechanical,0,0,W,7250
16-Jul-24,80,17:40,Tuesday,603 EVANS AVE,Mechanical,20,40,E,8116
16-Jul-24,59,17:44,Tuesday,EGLINTON WEST STATION,Mechanical,48,96,S,3513
16-Jul-24,85,17:45,Tuesday,MALVERN GATE,Mechanical,14,0,E,3475
16-Jul-24,43,17:48,Tuesday,KENNEDY STATION,Mechanical,15,30,S,3312
16-Jul-24,29,17:55,Tuesday,DUFFERIN AND LAWRENCE,Mechanical,8,16,S,9145
16-Jul-24,39,18:00,Tuesday,FINCH AND NEILSON,Mechanical,18,36,W,3128
16-Jul-24,935,18:02,Tuesday,JANE AND BLOOR,Utilized Off Route,12,24,W,1409
16-Jul-24,129,18:03,Tuesday,MCCOWAN AND STEELES,Mechanical,14,28,S,3138
16-Jul-24,75,18:15,Tuesday,SHERBOURNE AND EARL,Mechanical,9,17,N,8617
16-Jul-24,110,18:17,Tuesday,ISLINGTON AND VAN DUSE,Utilized Off Route,13,26,N,8317
16-Jul-24,984,18:18,Tuesday,SHEPPARD AND BATHURST,Mechanical,10,20,E,1363
16-Jul-24,21,18:20,Tuesday,KENNEDY STATION,Mechanical,20,40,E,8453
16-Jul-24,37,18:24,Tuesday,ISLINGTON STATION,Utilized Off Route,22,44,S,8133
16-Jul-24,165,18:30,Tuesday,WILSON AND JANE,Mechanical,7,15,W,8924
16-Jul-24,34,18:33,Tuesday,EGLINTON EAST AND PHAR,Operations - Operator,8,17,E,8746
16-Jul-24,29,18:45,Tuesday,WILSON STATION,Operations - Operator,8,16,S,9023
16-Jul-24,939,18:52,Tuesday,VICTORIA PARK AND FINC,Mechanical,16,32,W,3214
16-Jul-24,929,18:55,Tuesday,DUFFERIN AND CASTLEFIE,Mechanical,8,16,N,9426
16-Jul-24,123,18:55,Tuesday,KIPLING STATION,Mechanical,0,0,E,3369
16-Jul-24,35,19:01,Tuesday,JANE AND BLOOR,Utilized Off Route,7,15,E,1423
16-Jul-24,85,19:04,Tuesday,SHEPPARD AND WARDEN,Collision - TTC,9,18,W,3469
16-Jul-24,929,19:15,Tuesday,WILSON STATION,Utilized Off Route,8,16,S,9041
16-Jul-24,63,19:23,Tuesday,EGLINTON AND MARLEE,Utilized Off Route,5,10,N,7077
16-Jul-24,63,19:26,Tuesday,EGLINTON AND MALREE,Utilized Off Route,4,8,N,7117
16-Jul-24,985,19:26,Tuesday,SHEPPARD AND WARDEN,Utilized Off Route,15,30,W,9057
16-Jul-24,52,19:26,Tuesday,LAWRENCE WEST STATION,Utilized Off Route,9,18,E,8900
16-Jul-24,903,19:30,Tuesday,KENNEDY AND LAWRENCE,Utilized Off Route,12,24,N,9418
16-Jul-24,123,19:30,Tuesday,KIPLING STATION,Mechanical,0,0,,3369
16-Jul-24,43,19:32,Tuesday,KENNEDY AND VILLAGE GR,Utilized Off Route,10,20,N,3285
16-Jul-24,89,19:38,Tuesday,KEELE AND HILLSVIEW,Utilized Off Route,10,20,S,8363
16-Jul-24,995,19:38,Tuesday,YORK MILLS AND CEDARWO,Utilized Off Route,6,12,W,1273
16-Jul-24,40,19:46,Tuesday,DUNDAS AND CORDOVA,Collision - TTC,23,46,E,8153
16-Jul-24,19,19:49,Tuesday,BAY AND BLOOR,Security,24,48,S,8585
16-Jul-24,56,19:54,Tuesday,DONLANDS AND WOODVILLE,Collision - TTC,15,30,N,8636
16-Jul-24,999,20:00,Tuesday,WILSON STATION,Mechanical,5,10,S,3258
16-Jul-24,79,20:02,Tuesday,RUNNYMEDE STATION,Operations - Operator,30,60,S,7275
16-Jul-24,35,20:04,Tuesday,JANE AND COLBECK,Utilized Off Route,7,15,S,7314
16-Jul-24,133,20:04,Tuesday,KENNEDY STATION,Mechanical,15,30,S,3436
16-Jul-24,29,20:07,Tuesday,DUFFERIN AND LAWRENCE,Operations - Operator,8,16,N,9432
16-Jul-24,995,20:07,Tuesday,ELLESMERE AND MORNINGS,Mechanical,12,24,E,1326
16-Jul-24,95,20:09,Tuesday,ELLESMERE AND MARKHAM,Operations - Operator,12,24,W,3498
16-Jul-24,35,20:45,Tuesday,PIONEER VILLAGE STATIO,Operations - Operator,8,15,S,1064
16-Jul-24,LINE 1,20:50,Tuesday,DUFFERIN AND HIGHWAY 4,Mechanical,5,10,N,8523
16-Jul-24,29,21:00,Tuesday,LAWRENCE AND KEELE,Operations - Operator,10,20,N,9403
16-Jul-24,29,21:00,Tuesday,LAWRENCE AND KEELE,Operations - Operator,8,16,N,9403
16-Jul-24,60,21:04,Tuesday,PIONEER VILLAGE STATIO,Mechanical,8,16,E,8380
16-Jul-24,903,21:12,Tuesday,SCARBOROUGH CENTRE STA,Emergency Services,24,48,,3257
16-Jul-24,32,21:29,Tuesday,RENFORTH STATION,Investigation,14,28,,7320
16-Jul-24,73,21:45,Tuesday,ROYAL YORK AND DUNDAS,Investigation,22,44,N,8195
16-Jul-24,89,21:48,Tuesday,KEELE AND GLENLAKE,Vision,10,20,N,7020
16-Jul-24,60,21:50,Tuesday,YONGE AND HENDON,Operations - Operator,12,24,E,9006
16-Jul-24,21,22:07,Tuesday,KENNEDY STATION,Emergency Services,0,0,,8600
16-Jul-24,45,22:37,Tuesday,KIPLING STATION,Operations - Operator,10,20,S,7238
16-Jul-24,60,22:40,Tuesday,STEELES AND NEW WESTMI,Security,8,16,W,7036
16-Jul-24,41,22:45,Tuesday,WETON AND BIRDSTONE,Cleaning - Unsanitary,20,40,S,9034
16-Jul-24,129,22:48,Tuesday,MIDLAND AND EGLINTON,General Delay,20,30,S,3194
16-Jul-24,45,22:48,Tuesday,KIPLING AND STEELES LO,Cleaning - Unsanitary,10,20,S,7304
16-Jul-24,999,22:50,Tuesday,SHEPPARD WEST STATION,Mechanical,5,10,E,7121
16-Jul-24,85,22:57,Tuesday,ROUGE HILL GO STATION,Emergency Services,20,40,,3444
16-Jul-24,123,23:00,Tuesday,ST ALBANS AND WEST SER,General Delay,0,0,N,8179
16-Jul-24,7,23:36,Tuesday,BATHURST STATION,Investigation,10,20,S,9010
16-Jul-24,86,23:55,Tuesday,KENNEDY STATION,Security,10,20,,3415
16-Jul-24,26,00:04,Tuesday,DUPONT AND BEDFORD,Mechanical,22,46,E,8114
16-Jul-24,29,00:39,Tuesday,DUFFERIN AND DUNDAS,Security,10,20,N,1010
16-Jul-24,,00:43,Tuesday,BATHURST AND ROSEMARY,Operations - Operator,5,10,S,3590
16-Jul-24,84,00:48,Tuesday,SHEPPARD AND KEELE,Mechanical,10,20,E,3559
17-Jul-24,300,02:56,Wednesday,THE EAST MALL AND VALH,Cleaning - Unsanitary,17,34,W,3125
17-Jul-24,320,03:18,Wednesday,STEELES AVE EAST LOOP,Mechanical,5,10,S,3423
17-Jul-24,300,03:19,Wednesday,DANFORTH AND WARDEN,General Delay,0,0,E,8161
17-Jul-24,320,04:28,Wednesday,YONGE AND NIPIGON,Emergency Services,0,0,N,3542
17-Jul-24,307,05:09,Wednesday,GREENWIN AND BATHURST,Security,0,0,W,7018
17-Jul-24,73,05:13,Wednesday,HWY 27 AND HUMBER COLL,Collision - TTC,29,58,N,8187
17-Jul-24,37,05:16,Wednesday,EVANS AND KIPLING,Mechanical,16,32,E,8163
17-Jul-24,85,05:28,Wednesday,ROUGE HILL GO STATION,Mechanical,27,27,W,3532
17-Jul-24,75,05:45,Wednesday,SHERBOURNE AND KING,Mechanical,7,14,N,8436
17-Jul-24,43,05:57,Wednesday,KENNEDY AND LAWRENCE,Mechanical,10,20,N,3183
17-Jul-24,130,06:00,Wednesday,NEILSON AND MILNER,Operations - Operator,22,44,E,3474
17-Jul-24,903,06:01,Wednesday,KENNEDY STATION,Collision - TTC,4,12,,9420
17-Jul-24,84,06:05,Wednesday,BRADSTOCK AND WESTON,Mechanical,10,20,W,1389
17-Jul-24,75,06:06,Wednesday,SHERBOURNE AND KING,Mechanical,7,14,N,8436
17-Jul-24,903,06:10,Wednesday,KENNEDY STATION,Collision - TTC,12,0,,9415
17-Jul-24,97,06:15,Wednesday,ST CLAIR STATION,Emergency Services,13,0,,8360
17-Jul-24,28,06:24,Wednesday,BAYVIEW AND NESSBITT,Diversion,76,104,,0
17-Jul-24,,06:30,Wednesday,41 PEMBROKE STREET,Emergency Services,0,0,,8318
17-Jul-24,12,06:38,Wednesday,KENNEDY STATION,Mechanical,20,40,E,8615
17-Jul-24,116,06:51,Wednesday,EGLINTON AND DANFORTH,Security,8,16,W,1240
17-Jul-24,123,07:02,Wednesday,SHERWAY GARDENS BUS TE,General Delay,24,46,S,8053
17-Jul-24,8,07:05,Wednesday,BROADVIEW AND FERNWOOD,Collision - TTC,10,20,S,8939
17-Jul-24,76,07:17,Wednesday,ROYAL YORK AND ALBANI,Emergency Services,0,0,S,8111
17-Jul-24,40,07:35,Wednesday,DUNDAS AND RUNNYMEDE,Cleaning - Unsanitary,22,46,W,8122
17-Jul-24,954,07:37,Wednesday,ROUGE HILL GO STATION,Security,9,18,E,8831
17-Jul-24,96,07:49,Wednesday,HUMBERLINE AND FINCH,Mechanical,19,40,W,1349
17-Jul-24,929,08:04,Wednesday,DUFFERIN AND GIBSON,Diversion,65,74,S,9149
17-Jul-24,54,08:13,Wednesday,EGLINTON AND BRENTCLIF,Mechanical,10,20,W,8848
17-Jul-24,29,08:16,Wednesday,DUFFERIN AND GIBSON,Diversion,65,74,S,0
17-Jul-24,41,08:25,Wednesday,EGLINTON WEST AND KEEL,Mechanical,12,24,N,7316
17-Jul-24,44,08:30,Wednesday,KIPLING AND NEW TORONT,Security,8,12,N,8102
17-Jul-24,72,08:55,Wednesday,CARLAW AND LAKESHORE E,Mechanical,12,24,N,8961
17-Jul-24,44,09:03,Wednesday,KIPLING AND TORLAKE,Mechanical,6,12,N,8303
17-Jul-24,925,09:13,Wednesday,BROADVIEW AND GAMBLE,Collision - TTC,9,19,S,8683
17-Jul-24,56,09:18,Wednesday,DONLANDS STATION,Diversion,23,46,,8810
17-Jul-24,36,09:35,Wednesday,HUMBERLINE AND HUMBER,Diversion,233,239,E,9111
17-Jul-24,63,09:38,Wednesday,OSSINGTON STATION,Mechanical,8,16,S,8379
17-Jul-24,96,09:53,Wednesday,HUMBERLINE AND HUMBER,Diversion,225,235,,0
17-Jul-24,996,09:59,Wednesday,YORK MILLS STATION,Emergency Services,7,14,,3558
17-Jul-24,TRAINING,10:41,Wednesday,CROCKFORD AND LAWRENCE,Operations - Operator,0,0,N,8656
17-Jul-24,63,10:42,Wednesday,OSSINGTON STATION,Mechanical,8,16,N,8379
17-Jul-24,36,10:57,Wednesday,FINCH AND PEARLDALE,Mechanical,6,12,W,9111
17-Jul-24,98,10:57,Wednesday,CACTUS AND PECKHAM,Operations - Operator,25,50,,8336
17-Jul-24,43,11:14,Wednesday,KENNEDY STATION,Mechanical,10,20,,3266
17-Jul-24,929,11:17,Wednesday,DUFFERIN AND BRANDON,Collision - TTC,8,16,N,9448
17-Jul-24,36,11:22,Wednesday,HUMBERWOOD LOOP,Operations - Operator,10,20,E,9119
17-Jul-24,54,11:36,Wednesday,LAWRENCE AND ORTON PAR,Collision - TTC,14,28,E,8790
17-Jul-24,53,11:59,Wednesday,MORNINGSIDE AND PASSMO,Security,6,19,N,3159
17-Jul-24,52,12:10,Wednesday,LAWRENCE AND GOOD SHEP,Mechanical,10,20,E,1386
