Date,Line,Time,Day,Location,Incident,Min Delay,Min Gap,Bound,Vehicle
21-Jun-24,504,10:26,Friday,HUMBER LOOP,Operations,10,20,E,4449
21-Jun-24,506,11:15,Friday,HIGH PARK LOOP,Utilized Off Route,10,20,E,4594
21-Jun-24,503,11:59,Friday,SPADINA AND ADELAIDE,Rail/Switches,0,0,N,4509
21-Jun-24,505,12:43,Friday,DUNDAS AND SPADINA,Operations,10,20,W,4571
21-Jun-24,504,13:24,Friday,DISTILLERY LOOP,Operations,10,20,W,4440
21-Jun-24,512,14:19,Friday,ST CLAIR AND OLD WESTO,Diversion,26,32,E,8754
21-Jun-24,504,14:20,Friday,QUEEN AND OSSINGTON,Mechanical,10,20,W,4494
21-Jun-24,506,14:23,Friday,LOWER GERRARD AND COCW,Operations,10,20,N,4401
21-Jun-24,506,14:24,Friday,COXWELL AND GERRARD,Cleaning - Unsanitary,10,20,W,4483
21-Jun-24,510,14:31,Friday,UNION STATION,General Delay,0,0,,4408
21-Jun-24,510,14:33,Friday,SPADINA STATION,Mechanical,10,20,N,4408
21-Jun-24,505,15:02,Friday,DUNDAS AND SPADINA,Operations,10,20,W,4571
21-Jun-24,504,15:12,Friday,QUEEN AND SHAW,Mechanical,10,20,E,4616
21-Jun-24,504,15:13,Friday,QUEEN AND BROCK,Investigation,18,28,W,4591
21-Jun-24,501,15:28,Friday,NEVILLE PARK LOOP,Security,53,83,E,4498
21-Jun-24,511,16:01,Friday,FLEET AND FORT YORK BL,Mechanical,10,20,N,4490
21-Jun-24,501,18:38,Friday,QUEEN AND BATHURST,Mechanical,10,20,E,8162
21-Jun-24,501,19:47,Friday,BATHURST AND WOLSELEY,Mechanical,10,20,N,8330
21-Jun-24,503,20:41,Friday,BINGHAM LOOP,General Delay,0,0,,0
21-Jun-24,501,20:49,Friday,QUEEN AND CARROLL,Operations,10,20,W,8030
21-Jun-24,501,20:55,Friday,GERRARD AND LOGAN,Operations,10,20,W,8030
21-Jun-24,504,22:23,Friday,KING AND SHERBOURNE,Utilized Off Route,5,10,W,4544
21-Jun-24,505,22:31,Friday,DUNDAS AND BAY,Operations,10,20,W,4557
21-Jun-24,504,22:33,Friday,KING AND NIAGARA,Utilized Off Route,5,10,W,4570
21-Jun-24,504,22:56,Friday,DISTILLERY LOOP,Diversion,25,35,N,4575
21-Jun-24,506,00:08,Friday,GERRARD AND MAIN,Diversion,17,27,E,4538
21-Jun-24,504,00:36,Friday,QUEEN AND RONCESVALLES,Diversion,20,25,W,4453
21-Jun-24,504,00:44,Friday,RONCESVALLES AND QUEEN,Operations,10,20,W,4453
21-Jun-24,501,00:46,Friday,QUEEN AND TRILLER,Held By,10,20,W,4562
21-Jun-24,504,01:26,Friday,BROADVIEW STATION,General Delay,10,20,N,4546
22-Jun-24,506,05:14,Saturday,MAIN STATION,Security,22,22,,4446
22-Jun-24,506,05:37,Saturday,LOWER GERRARD AND COXW,Emergency Services,30,60,E,4487
22-Jun-24,501,06:28,Saturday,SPRINGHURST LOOP,Mechanical,10,20,,4605
22-Jun-24,509,07:07,Saturday,FLEET AND BASTION,Cleaning - Unsanitary,10,20,W,4522
22-Jun-24,509,09:51,Saturday,MANITOBA AND STRACHAN,General Delay,0,0,W,4479
22-Jun-24,506,10:02,Saturday,COLLEGE AND LANSDOWNE,Operations,10,20,E,4563
22-Jun-24,506,11:12,Saturday,COLLEGE AND BATHURST,Mechanical,10,20,,4533
22-Jun-24,506,11:12,Saturday,COLLEGE AND MCCAUL,Operations,10,20,W,4598
22-Jun-24,506,11:27,Saturday,RONCESVALLES YARD,Operations,6,12,,0
22-Jun-24,505,12:08,Saturday,YONGE - DUNDAS SQUARE,Diversion,26,36,,0
22-Jun-24,510,12:26,Saturday,SPADINA AND COLLEGE,Security,0,0,S,4457
22-Jun-24,506,12:31,Saturday,COLLEGE AND EUCLID,General Delay,12,22,W,4563
22-Jun-24,505,12:36,Saturday,DUNDAS AND HOWARD PARK,Cleaning - Unsanitary,10,20,S,4607
22-Jun-24,510,12:54,Saturday,SPADINA AND FRONT,Security,12,20,S,4456
22-Jun-24,506,13:14,Saturday,OSSINGTON AND COLLEGE,General Delay,25,35,W,4612
22-Jun-24,501,13:17,Saturday,QUEEN AND JOHN,Mechanical,5,10,E,8034
22-Jun-24,503,13:25,Saturday,YORK AND KING,General Delay,0,0,E,4509
22-Jun-24,510,13:37,Saturday,SPADINA AND QUEENS QUA,Emergency Services,0,0,N,4594
22-Jun-24,501,13:40,Saturday,QUEEN AND JARVIS,Collision - TTC Involved,5,10,E,8215
22-Jun-24,512,13:43,Saturday,MT DENNIS GARAGE,Collision - TTC Involved,0,0,,7328
22-Jun-24,507,14:13,Saturday,HUMBER LOOP AND QUEENS,Operations,10,20,N,4583
22-Jun-24,505,14:31,Saturday,BROADVIEW AND GERRARD,Cleaning - Unsanitary,10,20,S,4485
22-Jun-24,505,14:40,Saturday,BROADVIEW AND MOUNTSTE,Cleaning - Unsanitary,10,20,S,4485
22-Jun-24,,14:45,Saturday,QUEEN AND KINGSWOOD,Overhead,0,0,,0
22-Jun-24,505,14:54,Saturday,BROADVIEW AND MOUNTSTE,Mechanical,10,20,S,4495
22-Jun-24,511,15:21,Saturday,BATHURST AND COLLEGE,Investigation,0,0,N,4458
22-Jun-24,,15:39,Saturday,BATHURST AND COLLEGE,Security,0,0,,4406
22-Jun-24,511,15:58,Saturday,BATHURST AND QUEEN,Security,13,23,N,4557
22-Jun-24,505,16:05,Saturday,BROADVIEW STATION,Mechanical,10,20,N,4566
22-Jun-24,501,16:54,Saturday,QUEEN AND KINGSTON,Cleaning - Unsanitary,10,20,S,4578
22-Jun-24,501,16:56,Saturday,DUFFERIN AND QUEEN,Security,5,10,S,4589
22-Jun-24,501,17:23,Saturday,QUEEN AND UNIVERSITY,Diversion,69,79,W,8139
22-Jun-24,506,17:45,Saturday,GERRARD AND PARLIAMENT,Operations,9,18,N,4598
22-Jun-24,505,17:45,Saturday,DUNDAS AND BATHUST,Held By,7,14,E,4540
22-Jun-24,505,19:01,Saturday,DUNDAS AND REGENT PARK,Cleaning - Unsanitary,64,72,E,4604
22-Jun-24,507,19:10,Saturday,LAKESHORE AND SYMONS,Operations,10,20,S,4552
22-Jun-24,999,19:12,Saturday,ST CLAIR AND YONGE,Collision - TTC Involved,0,0,E,3121
22-Jun-24,505,20:44,Saturday,PARLIAMENT AND DUNDAS,Operations,10,20,N,4604
22-Jun-24,504,21:26,Saturday,KING AND PARLIAMENT,Held By,79,89,N,4562
22-Jun-24,503,21:57,Saturday,KINGSTON AND QUEEN,Diversion,39,49,E,4504
22-Jun-24,511,22:32,Saturday,EXHIBITION LOOP,Utilized Off Route,10,20,E,4406
22-Jun-24,503,22:54,Saturday,BINGHAM LOOP,Cleaning - Unsanitary,10,20,W,4601
22-Jun-24,504,23:39,Saturday,KING AND BATHURST,Held By,36,46,E,4461
22-Jun-24,505,01:16,Saturday,DUNDAS AND BROCK AVE,Security,10,20,W,4502
23-Jun-24,501,04:47,Sunday,LAKESHORE AND DUNN,Utilized Off Route,20,40,E,8218
23-Jun-24,512,05:38,Sunday,BATHURST AND BRIDGMAN,Rail/Switches,11,22,N,4440
23-Jun-24,512,05:48,Sunday,ST CLAIR AND YONGE,General Delay,12,23,W,4613
23-Jun-24,512,07:31,Sunday,GUNNS LOOP,Operations,10,21,E,4584
23-Jun-24,512,07:32,Sunday,ST CLAIR AND LANSDOWNE,General Delay,9,20,W,4584
23-Jun-24,510,07:37,Sunday,SPADINA AND QUEEN,Mechanical,9,18,N,7258
23-Jun-24,501,08:47,Sunday,KINGSTON RD LOOP,Cleaning - Unsanitary,10,20,W,4604
23-Jun-24,504,08:48,Sunday,KING AND SACKVILLE,Cleaning - Unsanitary,14,25,E,4429
23-Jun-24,,10:31,Sunday,RUSSELL DIVISION,Operations,0,0,E,4494
23-Jun-24,504,12:00,Sunday,KING AND LOWER RIVER,Mechanical,13,23,E,4556
23-Jun-24,512,12:03,Sunday,ST CLAIR AND VAUGHAN,Operations,11,19,W,4522
23-Jun-24,504,12:12,Sunday,DUNDAS WEST STATION,Security,6,16,S,4417
23-Jun-24,503,12:21,Sunday,KINGSTON AND QUEEN,Mechanical,10,20,W,4423
23-Jun-24,506,12:52,Sunday,GERRARD AND WOODFIELD,Operations,12,22,W,4593
23-Jun-24,507,12:57,Sunday,LAKE SHORE AND HILLSID,Diversion,0,0,,0
23-Jun-24,505,13:39,Sunday,DUNDAS WEST STATION,Cleaning - Unsanitary,8,16,W,4590
23-Jun-24,512,14:21,Sunday,ST CLAIR AND SPADINA,General Delay,0,0,E,4522
23-Jun-24,510,14:32,Sunday,SPADINA AND BLOOR,Utilized Off Route,3,6,S,8867
23-Jun-24,507,14:38,Sunday,LEGION AND LAKESHORE,Diversion,37,20,E,4561
23-Jun-24,501,15:05,Sunday,BROADVIEW AND QUEEN,Utilized Off Route,6,12,E,8319
23-Jun-24,501,15:15,Sunday,WOLSELEY LOOP,Utilized Off Route,6,12,E,8205
23-Jun-24,505,15:28,Sunday,LANSDOWNE LOOP,Collision - TTC Involved,8,16,,4427
23-Jun-24,505,15:37,Sunday,DUNDAS AND STERLING,Diversion,11,19,E,4587
23-Jun-24,506,16:09,Sunday,COLLEGE AND HAVELOCK,General Delay,0,0,,0
23-Jun-24,505,16:36,Sunday,DUNDAS AND MARKHAM,Collision - TTC Involved,68,76,W,4458
23-Jun-24,501,17:41,Sunday,QUEEN AND SACKVILLE,Utilized Off Route,6,12,W,8146
23-Jun-24,507,19:18,Sunday,HUMBER LOOP AND QUEENS,Cleaning - Unsanitary,10,20,N,4466
23-Jun-24,506,20:03,Sunday,YONGE AND COLLEGE,Collision - TTC Involved,10,20,W,4600
23-Jun-24,501,20:48,Sunday,QUEEN AND ONTARIO,Diversion,77,87,W,4455
23-Jun-24,501,21:11,Sunday,ONTARIO AND QUEEN,Diversion,61,69,W,8152
23-Jun-24,501,22:32,Sunday,QUEEN AND MCCAUL,Operations,10,20,E,4560
23-Jun-24,501,22:36,Sunday,BROADVIEW AND MOUNTSTP,Operations,10,20,E,8315
23-Jun-24,501,00:00,Sunday,QUEEN AND KING,Mechanical,10,20,W,8053
23-Jun-24,501,01:00,Sunday,HUMBER LOOP,Cleaning - Unsanitary,7,14,W,4552
23-Jun-24,510,01:55,Sunday,SPADINA STATION,Security,0,0,E,8685
24-Jun-24,505,02:00,Monday,DUNDAS WEST STATION,Emergency Services,125,135,W,4520
24-Jun-24,306,02:09,Monday,DUNDAS AND BLOOR,Held By,116,126,W,4483
24-Jun-24,504,02:19,Monday,KING AND BATHURST,Diversion,34,54,E,4571
24-Jun-24,507,04:03,Monday,QUEEN AND WAVERLEY,Collision - TTC Involved,44,54,E,4544
24-Jun-24,511,05:14,Monday,BATHURST AND WILSON,Operations,10,20,S,4579
24-Jun-24,504,05:40,Monday,QUEEN AND RONCESVALLES,Operations,8,16,W,4546
24-Jun-24,510,05:46,Monday,SPADINA AND BLOOR,Mechanical,9,18,,7291
24-Jun-24,506,06:03,Monday,RONCESVALLES YARD,Mechanical,23,33,E,4432
24-Jun-24,512,08:08,Monday,OAKWOOD LOOP,Security,10,20,E,4551
24-Jun-24,512,08:50,Monday,OAKWOOD LOOP,Rail/Switches,0,0,,4551
24-Jun-24,508,09:01,Monday,BROADVIEW AND MOUNTSTE,Utilized Off Route,10,20,S,4465
24-Jun-24,501,09:50,Monday,QUEEN AND BATHURST,Operations,10,20,E,8130
24-Jun-24,512,10:26,Monday,ST CLAIR AND ROBINA,Mechanical,10,20,N,4551
24-Jun-24,507,10:31,Monday,HUMBERLOOP,Mechanical,10,20,W,4417
24-Jun-24,503,10:32,Monday,QUEEN AND DAVIES,Utilized Off Route,10,20,W,4411
24-Jun-24,504,10:39,Monday,KING AND JOHN,Emergency Services,14,24,E,4512
24-Jun-24,510,10:43,Monday,SPADINA AND COLLEGE,Mechanical,8,16,S,4515
24-Jun-24,503,10:53,Monday,KING AND JOHN,Diversion,13,23,E,4507
24-Jun-24,512,11:09,Monday,ST CLAIR AND TWEEDSMUI,Mechanical,10,20,E,4613
24-Jun-24,510,12:08,Monday,LOWER SPADINA AND QUEE,Collision - TTC Involved,4,8,N,1015
24-Jun-24,509,13:04,Monday,FLEET LOOP,Operations,6,12,W,4410
24-Jun-24,510,13:15,Monday,DAN LECKIE AND QUEENS,Mechanical,3,6,S,7318
24-Jun-24,505,13:27,Monday,BROADVIEW AND JACK LAY,Cleaning - Unsanitary,10,20,W,4553
24-Jun-24,512,13:28,Monday,ST. CLAIR WEST AND DEE,Held By,11,21,E,4484
24-Jun-24,512,13:30,Monday,ST. CLAIR AND YONGE,Held By,11,21,E,4484
24-Jun-24,505,13:36,Monday,RONCESVALLES AND QUEEN,Mechanical,10,20,E,4456
24-Jun-24,,14:03,Monday,RUSSELL CARHOUSE,Overhead,0,0,,0
24-Jun-24,501,14:09,Monday,QUEEN AND BEVERLEY,Collision - TTC Involved,53,63,E,4476
24-Jun-24,505,14:11,Monday,DUNDAS AND MUNRO,Operations,0,0,E,4483
24-Jun-24,501,14:14,Monday,BROADVIEW AND MOUNT ST,Diversion,60,65,E,8330
24-Jun-24,501,14:43,Monday,QUEEN AND LARK,Diversion,10,20,E,4482
24-Jun-24,501,15:23,Monday,QUEEN AND CARROLL,Utilized Off Route,5,10,E,3352
24-Jun-24,506,16:52,Monday,COLLEGE AND EUCLID,Operations,10,20,W,4511
24-Jun-24,510,17:51,Monday,SPADINA AND QUEEN ST W,General Delay,0,0,S,8802
24-Jun-24,504,18:09,Monday,QUEEN AND RONCESVALLES,Investigation,92,102,W,4404
24-Jun-24,504,18:45,Monday,QUEEN AND RONCESVALLES,General Delay,0,0,W,4515
24-Jun-24,,18:53,Monday,QUEEN AND SHAW,Security,0,0,,0
24-Jun-24,506,20:03,Monday,GERRARD AND SACKVILLE,Mechanical,18,28,W,4556
24-Jun-24,509,20:47,Monday,QUEENS QUAY AND LOWER,General Delay,0,0,E,4582
24-Jun-24,501,20:48,Monday,QUEEN AND JARVIS,Security,8,16,W,8184
24-Jun-24,509,21:43,Monday,FLEET AND YORK,Cleaning - Unsanitary,8,16,W,4455
24-Jun-24,501,22:06,Monday,BATHURST AND QUEEN,Mechanical,9,18,S,8199
24-Jun-24,512,22:21,Monday,ST CLAIR AND LAUGHTON,Operations,63,71,W,4616
24-Jun-24,504,22:29,Monday,QUEEN AND RIVER,Operations,10,20,W,4606
24-Jun-24,505,22:40,Monday,DUNDAS AND YONGE,Operations,16,26,E,4528
24-Jun-24,504,23:04,Monday,QUEEN AND BROOKFIELD,Collision - TTC Involved,51,61,W,4609
24-Jun-24,501,23:16,Monday,QUEEN AND BROOKFIELD,Diversion,0,0,,0
24-Jun-24,501,00:27,Monday,QUEEN AND COXWELL,Operations,0,0,W,4510
24-Jun-24,509,01:34,Monday,QUEENS QUAY LOOP,Overhead,10,20,W,4532
25-Jun-24,504,02:16,Tuesday,DUNDAS WEST STATION,Security,10,20,,4564
25-Jun-24,512,02:34,Tuesday,COLLEGE AND BATHURST,Collision - TTC Involved,20,40,E,4616
25-Jun-24,512,03:42,Tuesday,GERRARD AND PAPE,Emergency Services,10,20,E,4484
25-Jun-24,504,04:54,Tuesday,KING AND BATHURST,Security,8,16,W,4459
25-Jun-24,501,05:07,Tuesday,QUEENSWAY GARAGE,Operations,4,11,E,8301
25-Jun-24,510,07:32,Tuesday,MOUNT DENNIS GARAGE,Operations,6,12,,1404
25-Jun-24,506,07:57,Tuesday,GERRARD AND BROADVIEW,Mechanical,10,20,E,4416
25-Jun-24,501,08:18,Tuesday,QUEEN AND NEVILLE PARK,Cleaning - Unsanitary,10,20,E,4518
25-Jun-24,505,08:41,Tuesday,DUNDAS AND ST PATRICK,Operations,24,32,W,4545
25-Jun-24,504,09:03,Tuesday,QUEEN AND SUDBURY,Emergency Services,13,23,E,4472
25-Jun-24,501,09:08,Tuesday,DUFFERIN AND KING WEST,Held By,12,22,E,4539
25-Jun-24,503,10:35,Tuesday,QUEEN AND CARLAW,Held By,11,21,E,4411
25-Jun-24,501,10:35,Tuesday,QUEEN AND HEWARD,Held By,11,21,E,4429
25-Jun-24,504,10:35,Tuesday,QUEEN AND PAPE,Operations,10,20,E,4578
25-Jun-24,501,10:42,Tuesday,BATHURST AND WOLSELEY,Mechanical,0,0,S,8128
25-Jun-24,503,11:26,Tuesday,KING EAST AND SUMACH,General Delay,13,23,E,4433
25-Jun-24,510,11:54,Tuesday,SPADINA AND SUSSEX,Mechanical,4,7,N,1403
25-Jun-24,501,12:54,Tuesday,BATHURST AND WOLLESLEY,Mechanical,10,20,S,8201
25-Jun-24,504,15:21,Tuesday,DUNDAS WEST STATION,Emergency Services,0,0,,4519
25-Jun-24,,15:30,Tuesday,RUSSELL YARD,Overhead,0,0,,0
25-Jun-24,505,15:48,Tuesday,DUNDAS WEST STATION,Cleaning - Unsanitary,11,22,E,4457
25-Jun-24,512,16:26,Tuesday,ST. CLAIR WEST AND DUN,Operations,13,21,E,4618
25-Jun-24,505,17:31,Tuesday,DUNDAS AND CHURCH,Mechanical,10,20,W,4418
25-Jun-24,504,19:30,Tuesday,KING AND SHERBOURNE,Mechanical,10,20,W,4594
25-Jun-24,504,20:24,Tuesday,QUEEN AND PAPE,Emergency Services,0,0,E,4487
25-Jun-24,512,21:07,Tuesday,ST CLAIR AND VAUGHAN,Overhead,39,48,E,4523
25-Jun-24,501,21:31,Tuesday,ST CLAIR AND VAUGHN,Utilized Off Route,8,16,E,8301
25-Jun-24,501,22:02,Tuesday,KINGSTON LOOP,Security,10,20,,4590
25-Jun-24,507,22:09,Tuesday,HUMBER LOOP,Operations,7,14,W,4565
25-Jun-24,510,22:32,Tuesday,SPADINA AND FRONT,Investigation,8,16,N,1407
25-Jun-24,504,23:46,Tuesday,RICHMOND AND SPADINA,General Delay,0,0,S,4415
25-Jun-24,505,23:49,Tuesday,DUNDAS AND UNIVERSITY,Security,10,20,W,4451
25-Jun-24,512,01:57,Tuesday,BATHURST AND HELENA AV,Collision - TTC Involved,0,0,S,4403
26-Jun-24,501,04:35,Wednesday,QUEEN AND TRILLER,Investigation,20,40,,4613
26-Jun-24,503,05:17,Wednesday,RUSSELL YARD,Mechanical,4,14,,4422
26-Jun-24,503,05:32,Wednesday,KING AND SHERBOURNE,Diversion,46,56,W,4504
26-Jun-24,501,06:21,Wednesday,QUEEN AND BATHURST,Mechanical,10,20,W,8091
26-Jun-24,508,07:36,Wednesday,LAKESHORE AND LEGION,Collision - TTC Involved,20,40,S,4472
26-Jun-24,507,07:40,Wednesday,LAKE SHORE AND PARK LA,Diversion,18,28,W,4476
26-Jun-24,505,07:46,Wednesday,DUNDAS AND ST PATRICK,Operations,27,35,W,4541
26-Jun-24,504,09:16,Wednesday,HUMBER LOOP,Security,17,27,,4569
26-Jun-24,501,09:35,Wednesday,QUEEN WEST AND WINEVA,Mechanical,10,20,W,4453
26-Jun-24,507,09:36,Wednesday,LAKE SHORE WEST AND TH,Cleaning - Unsanitary,10,20,E,4588
26-Jun-24,509,10:00,Wednesday,QUEENS QUAY AND ELREAN,Security,17,27,E,4416
26-Jun-24,506,10:56,Wednesday,COLLEGE AND UNIVERSITY,General Delay,20,30,E,4588
26-Jun-24,511,11:02,Wednesday,CNE LOOP,Mechanical,9,18,N,4616
26-Jun-24,510,11:52,Wednesday,SPADINA AND QUEEN WEST,Mechanical,4,7,S,1004
26-Jun-24,503,12:20,Wednesday,KINGSTON AND WOODBINE,Operations,21,31,W,4477
26-Jun-24,510,12:47,Wednesday,SPADINA - QUEENS QUAY,Mechanical,4,7,S,1004
26-Jun-24,510,13:10,Wednesday,SPADINA AND LAKE SHORE,Diversion,0,0,S,0
26-Jun-24,509,15:15,Wednesday,EXHIBITION LOOP,General Delay,0,0,W,4549
26-Jun-24,509,15:15,Wednesday,BATHURST AND FLEET,General Delay,0,0,W,4549
26-Jun-24,501,15:27,Wednesday,BATHURST AND QUEEN,Mechanical,10,20,N,8060
26-Jun-24,512,16:11,Wednesday,GUNN'S LOOP,Operations,60,68,E,4487
26-Jun-24,505,16:43,Wednesday,DUNDAS AND BAY,Security,10,20,W,4561
26-Jun-24,503,17:48,Wednesday,KING AND JARVIS,Diversion,10,20,W,4509
26-Jun-24,501,17:48,Wednesday,QUEEN AND BEVERLEY,Collision - TTC Involved,10,20,E,8306
26-Jun-24,510,17:58,Wednesday,SPADINA AND FRONT,General Delay,0,0,S,0
26-Jun-24,505,18:04,Wednesday,DUNDAS WEST AND DENISO,General Delay,0,0,E,4484
26-Jun-24,503,18:20,Wednesday,KING EAST AND SHERBOUR,Held By,10,20,W,4509
26-Jun-24,504,18:32,Wednesday,KING AND JARVIS,Diversion,0,0,W,4509
26-Jun-24,509,18:46,Wednesday,FLEET AND BASTION,Operations,18,25,W,4460
26-Jun-24,509,19:53,Wednesday,EXHIBITION LOOP,Operations,25,31,W,4493
26-Jun-24,507,21:20,Wednesday,LAKESHORE AND SILVER M,Emergency Services,0,0,S,4522
26-Jun-24,504,21:35,Wednesday,QUEEN AND OHARA,Mechanical,10,20,W,4428
26-Jun-24,501,21:56,Wednesday,QUEEN AND LESLIE,Rail/Switches,0,0,W,0
26-Jun-24,505,22:06,Wednesday,BROADVIEW STATION,Operations,8,16,E,4407
26-Jun-24,504,01:03,Wednesday,QUEEN AND SORAUREN,General Delay,37,47,E,4428
27-Jun-24,501,02:48,Thursday,QUEEN AND RONCESVALLES,Mechanical,17,34,W,4453
27-Jun-24,501,06:50,Thursday,QUEEN AND SUMACH,Mechanical,8,16,W,8334
27-Jun-24,506,07:15,Thursday,HIGH PARK LOOP,Cleaning - Unsanitary,10,20,S,4593
27-Jun-24,504,07:22,Thursday,QUEEN EAST AND KING EA,Operations,10,20,W,4454
27-Jun-24,501,07:29,Thursday,BROADVIEW AND QUEEN,Held By,13,23,W,4423
27-Jun-24,503,07:31,Thursday,BROADVIEW AND QUEEN,Held By,11,21,W,4496
27-Jun-24,512,08:34,Thursday,ST CLAIR AND DUFFERIN,Cleaning - Unsanitary,8,16,E,4608
27-Jun-24,506,09:53,Thursday,RONCESVALLES YARD,Operations,1,6,,4560
27-Jun-24,512,10:54,Thursday,OAKWOOD LOOP,General Delay,8,16,,4545
27-Jun-24,506,11:19,Thursday,GERRARD AND LOWER GERR,Mechanical,10,20,E,4451
27-Jun-24,504,11:56,Thursday,KING AND SPADINA,Emergency Services,15,25,W,4486
27-Jun-24,510,12:50,Thursday,SPADINA AND COLLEGE,Diversion,20,24,N,8637
27-Jun-24,504,12:54,Thursday,QUEEN AND DUFFERIN,Security,23,33,E,4449
27-Jun-24,504,13:27,Thursday,RONCESVALLES AND QUEEN,General Delay,0,0,S,0
27-Jun-24,507,13:50,Thursday,LAKE SHORE AND PARK LA,Held By,10,20,W,4574
27-Jun-24,507,14:01,Thursday,LAKE SHORE WEST AND PA,Held By,10,20,W,4574
27-Jun-24,512,14:58,Thursday,ST. CLAIR AND DUFFERIN,Mechanical,15,23,E,4619
27-Jun-24,509,15:17,Thursday,FLEET AND BASTION,General Delay,0,0,W,4558
27-Jun-24,504,15:34,Thursday,KING AND CHURCH,Mechanical,10,20,W,4502
27-Jun-24,506,16:16,Thursday,GERRARD AND CARLAW,Emergency Services,28,38,E,4599
27-Jun-24,504,17:00,Thursday,QUEEN AND SHAW,Diversion,10,20,E,4556
27-Jun-24,506,17:17,Thursday,CARLTON AND PARLIAMENT,Diversion,35,45,E,4592
27-Jun-24,505,17:23,Thursday,DUNDAS AND UNIVERSITY,Diversion,9,19,E,4459
27-Jun-24,505,17:50,Thursday,BATHURST AND DUNDAS,General Delay,0,0,W,4510
27-Jun-24,503,17:59,Thursday,KINGSTON RD,General Delay,0,0,,0
27-Jun-24,504,18:14,Thursday,QUEEN AND SHAW,Operations,10,20,W,4588
27-Jun-24,501,19:19,Thursday,QUEEN AND LESLIE,Cleaning - Unsanitary,10,20,W,4541
27-Jun-24,505,20:21,Thursday,BROADIVEW STATION,Cleaning - Unsanitary,10,20,W,4413
27-Jun-24,501,21:37,Thursday,QUEEN AND NEVILLE PARK,Held By,10,20,E,4521
27-Jun-24,501,21:41,Thursday,NEVILLE LOOP,Emergency Services,41,51,E,4423
27-Jun-24,503,21:53,Thursday,QUEEN AND LESLIE,Rail/Switches,12,22,W,4477
27-Jun-24,501,22:05,Thursday,QUEEN AND MCCAUL,Emergency Services,0,0,E,4538
27-Jun-24,501,22:24,Thursday,QUEEN AND KINGSTON,Mechanical,10,20,E,4518
27-Jun-24,,22:25,Thursday,DUNDAS AND LANDOWNE LO,Security,0,0,E,4404
27-Jun-24,506,00:54,Thursday,HOWARD PARK AND RONCES,Security,0,0,W,4562
28-Jun-24,506,05:30,Friday,MAIN STATION,Cleaning - Unsanitary,30,30,S,4404
28-Jun-24,510,06:10,Friday,SPADINA AND FORT YORK,Cleaning - Unsanitary,9,18,E,7240
28-Jun-24,512,07:19,Friday,ST CLAIR AND PRESCOTT,Operations,9,18,E,4403
28-Jun-24,504,07:31,Friday,QUEEN AND RONCESVALLES,Utilized Off Route,10,20,W,4571
28-Jun-24,512,08:03,Friday,ST CLAIR AND AVENUE,Operations,11,20,W,4403
28-Jun-24,510,09:07,Friday,QUEENS QUAY LOOP,Operations,4,8,N,8721
28-Jun-24,501,09:40,Friday,WOLSELEY LOOP,Operations,8,16,,8155
28-Jun-24,503,10:42,Friday,KING AND SUMACH,Operations,17,27,W,4505
28-Jun-24,511,10:44,Friday,BATHURST AND BLOOR,Diversion,27,37,N,4503
28-Jun-24,501,10:48,Friday,BATHURST AND QUEEN,Utilized Off Route,8,16,W,8103
28-Jun-24,501,10:52,Friday,DIFFERIN AND LIBERTY,Security,10,20,N,4551
28-Jun-24,512,10:58,Friday,ST CLAIR AND SPADINA,General Delay,9,17,W,4403
28-Jun-24,501,11:03,Friday,QUEEN AND BATHURST,General Delay,8,16,W,8142
28-Jun-24,510,11:52,Friday,QUEENS QUAY AND LOWER,Operations,4,8,,8676
28-Jun-24,501,12:42,Friday,NEVILLE LOOP,Cleaning - Unsanitary,10,20,E,4530
28-Jun-24,504,13:07,Friday,BROADVIEW AND WITHROW,Diversion,12,22,N,4490
28-Jun-24,504,13:54,Friday,RONCESVALLES AND QUEEN,Cleaning - Unsanitary,10,20,W,4434
28-Jun-24,504,14:01,Friday,KING AND CHARLOTTE,Diversion,25,35,W,4428
28-Jun-24,512,14:09,Friday,ST. CLAIR AND SPADINA,Mechanical,8,16,E,4619
28-Jun-24,504,14:12,Friday,KING AND PETER,General Delay,0,0,W,0
28-Jun-24,503,14:16,Friday,PARLIAMENT AND DUNDAS,Operations,10,20,S,4509
28-Jun-24,510,14:16,Friday,SPADINA STATION,Security,3,5,N,8812
28-Jun-24,509,14:21,Friday,UNION STATION,Cleaning - Unsanitary,8,12,E,4491
28-Jun-24,506,14:27,Friday,COLLEGE AND ST GEORGE,Security,0,0,W,4521
28-Jun-24,512,14:34,Friday,ST CLAIR AND WYCHWOOD,General Delay,0,0,E,0
28-Jun-24,510,14:35,Friday,SPADINA AND FORT YORK,General Delay,0,0,S,0
28-Jun-24,506,15:03,Friday,COLLEGE AND SPADINA,Cleaning - Unsanitary,10,20,E,4506
28-Jun-24,509,15:23,Friday,BATHURST AND QUEENS QU,General Delay,0,0,N,0
28-Jun-24,501,16:33,Friday,GERRARD AND MUNRO,Mechanical,5,10,W,8041
28-Jun-24,506,17:41,Friday,DUNDAS AND STERLING,Mechanical,10,20,W,4455
28-Jun-24,507,17:58,Friday,LAKESHORE AND FIRST,Security,0,0,W,0
28-Jun-24,506,19:10,Friday,COXWELL LOOP,General Delay,0,0,S,4554
28-Jun-24,505,20:44,Friday,DUNDAS AND YONGE,Security,10,20,E,4500
