,Date,Time,Day,Station,Code,Min Delay,Min Gap,Bound,Line,Vehicle,Code Description
10119,2024/05/16,13:44,Thursday,DUNDAS WEST STATION,PUSRA,4,8,W,BD,5235,Subway Radio System Fault
10120,2024/05/16,14:05,Thursday,KEELE STATION,SUDP,3,7,E,BD,5539,Disorderly Patron
10121,2024/05/16,14:10,Thursday,PAPE STATION,MUI,10,14,E,BD,5244,Injured or ill Customer (On Train) - Transported
10122,2024/05/16,14:13,Thursday,QUEEN STATION,SUO,22,27,S,YU,5961,Passenger Other
10123,2024/05/16,14:28,Thursday,EGLINTON STATION,SUDP,0,0,N,YU,0,Disorderly Patron
10124,2024/05/16,15:00,Thursday,DUPONT STATION,SUAP,0,0,S,YU,5811,Assault / Patron Involved
10125,2024/05/16,15:07,Thursday,EGLINTON STATION,MUPAA,3,8,S,YU,5406,Passenger Assistance Alarm Activated - No Trouble Found
10126,2024/05/16,15:10,Thursday,BLOOR STATION,TUO,0,0,N,YU,5916,Transportation Department - Other
10127,2024/05/16,15:14,Thursday,KING STATION,MUIS,0,0,N,YU,0,Injured or ill Customer (In Station) - Transported
10128,2024/05/16,15:17,Thursday,YONGE BD STATION,PUSTS,5,9,W,BD,5284,Signals - Train Stops
10129,2024/05/16,15:19,Thursday,YORK MILLS STATION,MUIRS,0,0,N,YU,0,Injured or ill Customer (In Station) - Medical Aid Refused
10130,2024/05/16,15:21,Thursday,BLOOR STATION,SUDP,10,15,S,YU,5406,Disorderly Patron
10131,2024/05/16,15:37,Thursday,EGLINTON STATION,SUDP,7,12,N,YU,5781,Disorderly Patron
10132,2024/05/16,15:47,Thursday,ROYAL YORK STATION,MUDD,0,0,W,BD,5284,Door Problems - Debris Related
10133,2024/05/16,16:36,Thursday,SPADINA BD STATION,MUPAA,3,6,E,BD,5130,Passenger Assistance Alarm Activated - No Trouble Found
10134,2024/05/16,16:51,Thursday,BROADVIEW CENTRE TRACK,TUO,0,0,W,BD,5013,Transportation Department - Other
10135,2024/05/16,17:09,Thursday,WELLESLEY STATION,EUDO,0,0,N,YU,6111,Door Problems - Faulty Equipment
10136,2024/05/16,17:23,Thursday,FINCH STATION,MUIS,0,0,,YU,0,Injured or ill Customer (In Station) - Transported
10137,2024/05/16,17:44,Thursday,VAUGHAN MC STATION,PUOPO,0,0,S,YU,6016,OPTO (COMMS) Train Door Monitoring
10138,2024/05/16,17:46,Thursday,HIGHWAY 407 STATION,PUOPO,5,8,S,YU,6016,OPTO (COMMS) Train Door Monitoring
10139,2024/05/16,18:57,Thursday,EGLINTON STATION,MUIS,0,0,,YU,0,Injured or ill Customer (In Station) - Transported
10140,2024/05/16,18:58,Thursday,MUSEUM STATION,MUNCA,0,0,,YU,0,MUNCA
10141,2024/05/16,19:00,Thursday,WARDEN STATION,MUPAA,0,0,W,BD,5361,Passenger Assistance Alarm Activated - No Trouble Found
10142,2024/05/16,19:09,Thursday,DAVISVILLE STATION,MUIRS,0,0,N,YU,0,Injured or ill Customer (In Station) - Medical Aid Refused
10143,2024/05/16,19:27,Thursday,WELLESLEY STATION,SUDP,15,20,N,YU,5391,Disorderly Patron
10144,2024/05/16,19:51,Thursday,SHERBOURNE STATION,PUSI,24,29,W,BD,5335,Signals or Related Components Failure
10145,2024/05/16,20:14,Thursday,ST PATRICK STATION,MUIRS,0,0,N,YU,5906,Injured or ill Customer (In Station) - Medical Aid Refused
10146,2024/05/16,20:15,Thursday,FINCH STATION,MUIS,0,0,,YU,0,Injured or ill Customer (In Station) - Transported
10147,2024/05/16,21:21,Thursday,JANE STATION,TUO,0,0,W,BD,5039,Transportation Department - Other
10148,2024/05/16,21:38,Thursday,SPADINA BD STATION,SUO,0,0,,BD,0,Passenger Other
10149,2024/05/16,22:00,Thursday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0,Miscellaneous Other
10150,2024/05/16,22:07,Thursday,KIPLING STATION,SUAP,0,0,,BD,0,Assault / Patron Involved
10151,2024/05/16,22:09,Thursday,YONGE BD STATION,SUAE,0,0,,BD,0,Assault / Employee Involved
10152,2024/05/16,22:43,Thursday,BATHURST STATION,MUDD,6,11,E,BD,5352,Door Problems - Debris Related
10153,2024/05/16,22:47,Thursday,LANSDOWNE STATION,SUDP,12,17,E,BD,5135,Disorderly Patron
10154,2024/05/16,22:50,Thursday,111 SPADINA ROAD,SUO,0,0,,YU,0,Passenger Other
10155,2024/05/16,23:00,Thursday,ST CLAIR STATION TO SH,MUO,0,0,,YU,0,Miscellaneous Other
10156,2024/05/16,23:05,Thursday,FINCH STATION,SUO,0,0,,YU,0,Passenger Other
10157,2024/05/16,23:16,Thursday,SHERBOURNE STATION,SUDP,3,8,W,BD,5160,Disorderly Patron
10158,2024/05/16,01:37,Thursday,DUNDAS STATION,MUATC,5,10,N,YU,5541,ATC Project
10159,2024/05/16,13:13,Thursday,SHEPPARD-YONGE STATION,MUSAN,16,23,E,SHP,6186,Unsanitary Vehicle
10160,2024/05/16,22:55,Thursday,DON MILLS STATION,SUO,3,10,W,SHP,6186,Passenger Other
10161,2024/05/17,02:18,Friday,JANE STATION,MUIS,0,0,E,BD,0,Injured or ill Customer (In Station) - Transported
10162,2024/05/17,03:43,Friday,SPADINA BD STATION,SUDP,0,0,,BD,0,Disorderly Patron
10163,2024/05/17,06:00,Friday,TORONTO TRANSIT COMMIS,MUO,0,0,,YU/BD,0,Miscellaneous Other
10164,2024/05/17,06:20,Friday,KENNEDY BD STATION,MUTO,3,5,,BD,5286,Misc. Transportation Other - Employee Non-Chargeable
10165,2024/05/17,06:25,Friday,KING STATION,PUOPO,0,0,N,YU,5716,OPTO (COMMS) Train Door Monitoring
10166,2024/05/17,06:31,Friday,KEELE STATION,MUSC,0,0,W,BD,5169,Miscellaneous Speed Control
10167,2024/05/17,07:16,Friday,ST PATRICK STATION,SUDP,4,7,S,YU,5896,Disorderly Patron
10168,2024/05/17,07:22,Friday,EGLINTON STATION,SUUT,5,8,N,YU,5796,Unauthorized at Track Level
10169,2024/05/17,07:55,Friday,YONGE BD STATION,SUDP,0,0,E,BD,5064,Disorderly Patron
10170,2024/05/17,08:46,Friday,ISLINGTON STATION,EUNT,0,0,W,BD,5067,Equipment - No Trouble Found
10171,2024/05/17,09:22,Friday,WARDEN STATION,SUO,0,0,,BD,0,Passenger Other
10172,2024/05/17,09:35,Friday,SUMMERHILL STATION,PUOPO,5,8,N,YU,5886,OPTO (COMMS) Train Door Monitoring
10173,2024/05/17,09:43,Friday,SUMMERHILL STATION,PUOPO,5,8,N,YU,5636,OPTO (COMMS) Train Door Monitoring
10174,2024/05/17,09:54,Friday,MAIN STREET STATION,EUSC,0,0,W,BD,5221,Speed Control Equipment
10175,2024/05/17,11:14,Friday,KING STATION,SUDP,0,0,N,YU,0,Disorderly Patron
10176,2024/05/17,11:57,Friday,YORK MILLS STATION,PUMEL,0,0,,YU,0,Escalator/Elevator Incident
10177,2024/05/17,12:13,Friday,ST CLAIR STATION,MUIS,0,0,,YU,0,Injured or ill Customer (In Station) - Transported
10178,2024/05/17,12:27,Friday,ST CLAIR STATION,PUMO,0,0,,YU,0,Station Other
10179,2024/05/17,12:57,Friday,OSSINGTON STATION,SUO,0,0,,BD,0,Passenger Other
10180,2024/05/17,13:17,Friday,QUEEN'S PARK STATION,MUATC,3,8,N,YU,5591,ATC Project
10181,2024/05/17,13:30,Friday,OLD MILL STATION,SUUT,12,16,E,BD,5024,Unauthorized at Track Level
10182,2024/05/17,13:31,Friday,VAUGHAN MC STATION,PUOPO,0,0,S,YU,5611,OPTO (COMMS) Train Door Monitoring
10183,2024/05/17,14:11,Friday,SPADINA BD STATION,MUPLC,0,0,W,BD,5093,Fire/Smoke Plan C
10184,2024/05/17,14:12,Friday,KING STATION,MUIRS,0,0,,YU,0,Injured or ill Customer (In Station) - Medical Aid Refused
10185,2024/05/17,14:13,Friday,SPADINA YUS STATION,MUPLC,0,0,S,YU,5471,Fire/Smoke Plan C
10186,2024/05/17,14:17,Friday,ST GEORGE BD STATION,MUPAA,0,0,E,BD,5027,Passenger Assistance Alarm Activated - No Trouble Found
10187,2024/05/17,14:34,Friday,KEELE STATION,MUIS,0,0,W,BD,0,Injured or ill Customer (In Station) - Transported
10188,2024/05/17,14:43,Friday,CASTLE FRANK STATION,MUIRS,0,0,,BD,0,Injured or ill Customer (In Station) - Medical Aid Refused
10189,2024/05/17,14:49,Friday,UNION STATION,PUMST,0,0,,YU,0,Station Stairway Incident
10190,2024/05/17,15:09,Friday,QUEEN'S PARK STATION,PUOPO,4,9,S,YU,5781,OPTO (COMMS) Train Door Monitoring
10191,2024/05/17,15:27,Friday,UNION STATION,MUIS,0,0,,YU,0,Injured or ill Customer (In Station) - Transported
10192,2024/05/17,15:34,Friday,KEELE STATION,MUIR,3,7,E,BD,5024,Injured or ill Customer (On Train) - Medical Aid Refused
10193,2024/05/17,15:44,Friday,YORK MILLS STATION,SUO,4,9,N,YU,5771,Passenger Other
10194,2024/05/17,15:47,Friday,BLOOR STATION,MUPAA,3,8,S,YU,5751,Passenger Assistance Alarm Activated - No Trouble Found
10195,2024/05/17,16:06,Friday,VAUGHAN MC STATION,PUOPO,0,0,S,YU,5761,OPTO (COMMS) Train Door Monitoring
10196,2024/05/17,16:11,Friday,COXWELL STATION,MUSC,0,0,W,BD,5189,Miscellaneous Speed Control
10197,2024/05/17,16:29,Friday,HIGH PARK STATION,SUDP,0,0,W,BD,5177,Disorderly Patron
10198,2024/05/17,17:13,Friday,MUSEUM STATION,MUNCA,0,0,,YU,0,MUNCA
10199,2024/05/17,17:15,Friday,ST ANDREW STATION,MUNCA,0,0,,YU,0,MUNCA
10200,2024/05/17,17:16,Friday,YONGE BD STATION,MUNCA,0,0,,BD,0,MUNCA
10201,2024/05/17,17:22,Friday,FINCH STATION,MUNCA,0,0,,YU,0,MUNCA
10202,2024/05/17,18:07,Friday,YONGE BD STATION,SUO,0,0,W,BD,5189,Passenger Other
10203,2024/05/17,18:07,Friday,BLOOR STATION,SUDP,7,10,S,YU,5971,Disorderly Patron
10204,2024/05/17,18:22,Friday,WILSON STATION,PUOPO,3,6,N,YU,6031,OPTO (COMMS) Train Door Monitoring
10205,2024/05/17,18:59,Friday,VAUGHAN MC STATION,PUOPO,0,0,S,YU,6111,OPTO (COMMS) Train Door Monitoring
10206,2024/05/17,19:10,Friday,WILSON STATION,PUOPO,3,6,N,YU,5616,OPTO (COMMS) Train Door Monitoring
10207,2024/05/17,19:27,Friday,VAUGHAN MC STATION,TUNIP,5,9,S,YU,5731,Operator Not In Position
10208,2024/05/17,20:49,Friday,QUEEN STATION,SUAP,10,15,N,YU,5426,Assault / Patron Involved
10209,2024/05/17,21:10,Friday,WILSON STATION,PUOPO,3,8,N,YU,6031,OPTO (COMMS) Train Door Monitoring
10210,2024/05/17,21:15,Friday,ISLINGTON STATION,SUAP,0,0,,BD,0,Assault / Patron Involved
10211,2024/05/17,21:21,Friday,DUNDAS WEST STATION,SUO,0,0,,BD,0,Passenger Other
10212,2024/05/17,21:42,Friday,WILSON STATION,PUOPO,5,10,N,YU,5891,OPTO (COMMS) Train Door Monitoring
10213,2024/05/17,22:00,Friday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0,Miscellaneous Other
10214,2024/05/17,22:30,Friday,DUNDAS WEST STATION,EUDO,32,37,W,BD,5289,Door Problems - Faulty Equipment
10215,2024/05/17,22:46,Friday,ST PATRICK STATION,PUOPO,0,0,S,YU,5541,OPTO (COMMS) Train Door Monitoring
10216,2024/05/17,22:50,Friday,ST GEORGE YUS STATION,SUO,0,0,,YU,1118,Passenger Other
10217,2024/05/17,22:50,Friday,KIPLING STATION,SUUT,17,22,W,BD,5223,Unauthorized at Track Level
10218,2024/05/17,22:57,Friday,UNION STATION,MUIRS,0,0,,YU,0,Injured or ill Customer (In Station) - Medical Aid Refused
10219,2024/05/17,23:09,Friday,COLLEGE STATION,MUIRS,0,0,N,YU,0,Injured or ill Customer (In Station) - Medical Aid Refused
10220,2024/05/17,23:09,Friday,YORK UNIVERSITY STATIO,MUIS,0,0,,YU,0,Injured or ill Customer (In Station) - Transported
10221,2024/05/17,23:13,Friday,SPADINA BD STATION,SUDP,0,0,,BD,0,Disorderly Patron
10222,2024/05/17,23:14,Friday,QUEEN'S PARK STATION,MUIS,0,0,,YU,0,Injured or ill Customer (In Station) - Transported
10223,2024/05/17,23:29,Friday,HIGHWAY 407 STATION,SUO,0,0,,YU,0,Passenger Other
10224,2024/05/17,23:52,Friday,BAY STATION,SUDP,29,34,E,BD,5246,Disorderly Patron
10225,2024/05/17,00:04,Friday,WILSON STATION,PUOPO,6,12,N,YU,6031,OPTO (COMMS) Train Door Monitoring
10226,2024/05/17,00:11,Friday,COLLEGE STATION,SUDP,0,0,,YU,0,Disorderly Patron
10227,2024/05/17,00:37,Friday,WILSON STATION,PUOPO,5,11,N,YU,5891,OPTO (COMMS) Train Door Monitoring
10228,2024/05/17,00:54,Friday,LANSDOWNE STATION,PUMEL,0,0,,BD,0,Escalator/Elevator Incident
10229,2024/05/17,01:11,Friday,QUEEN STATION,MUIS,0,0,,YU,0,Injured or ill Customer (In Station) - Transported
10230,2024/05/17,01:17,Friday,KIPLING STATION,MUIS,0,0,,BD,0,Injured or ill Customer (In Station) - Transported
10231,2024/05/17,06:00,Friday,TORONTO TRANSIT COMMIS,MUO,0,0,,SHP,0,Miscellaneous Other
10232,2024/05/17,19:29,Friday,LESLIE STATION,TUSC,0,0,W,SHP,5186,Operator Overspeeding
10233,2024/05/17,20:31,Friday,BAYVIEW STATION,SUDP,0,0,,SHP,0,Disorderly Patron
10234,2024/05/17,23:36,Friday,DON MILLS STATION,MUIS,0,0,,SHP,0,Injured or ill Customer (In Station) - Transported
10235,2024/05/17,01:13,Friday,BAYVIEW STATION,MUNCA,0,0,,SHP,0,MUNCA
10236,2024/05/18,02:37,Saturday,SPADINA BD STATION,SUAE,0,0,,BD,0,Assault / Employee Involved
10237,2024/05/18,02:38,Saturday,FINCH STATION,SUDP,0,0,,YU,0,Disorderly Patron
10238,2024/05/18,05:54,Saturday,DONLANDS STATION,EUSC,7,0,W,BD,5133,Speed Control Equipment
10239,2024/05/18,06:47,Saturday,WILSON STATION,MUO,7,0,N,YU,5546,Miscellaneous Other
10240,2024/05/18,07:06,Saturday,UNION STATION,MUIRS,0,0,,YU,0,Injured or ill Customer (In Station) - Medical Aid Refused
10241,2024/05/18,08:13,Saturday,KING STATION,SUDP,0,0,,YU,0,Disorderly Patron
10242,2024/05/18,09:40,Saturday,ST PATRICK STATION,MUATC,6,11,N,YU,5591,ATC Project
10243,2024/05/18,09:50,Saturday,WILSON STATION,MUO,4,10,S,YU,5861,Miscellaneous Other
10244,2024/05/18,09:50,Saturday,VAUGHAN MC STATION,PUOPO,0,0,S,YU,6111,OPTO (COMMS) Train Door Monitoring
10245,2024/05/18,10:13,Saturday,VAUGHAN MC STATION,SUG,0,0,S,YU,5931,Graffiti / Scratchiti
10246,2024/05/18,10:43,Saturday,DAVISVILLE STATION,MUO,4,8,N,YU,5000,Miscellaneous Other
10247,2024/05/18,10:55,Saturday,NORTH YORK CTR STATION,MUIRS,0,0,S,YU,0,Injured or ill Customer (In Station) - Medical Aid Refused
10248,2024/05/18,11:22,Saturday,VICTORIA PARK STATION,MUIRS,0,0,E,BD,0,Injured or ill Customer (In Station) - Medical Aid Refused
10249,2024/05/18,11:57,Saturday,ST GEORGE BD STATION,SUDP,12,16,E,BD,5277,Disorderly Patron
10250,2024/05/18,12:00,Saturday,ST GEORGE YUS STATION,SUO,0,0,N,YU,5546,Passenger Other
10251,2024/05/18,12:15,Saturday,DAVISVILLE STATION,MUPAA,6,10,N,YU,5471,Passenger Assistance Alarm Activated - No Trouble Found
10252,2024/05/18,12:23,Saturday,DUFFERIN STATION,SUO,0,0,,BD,0,Passenger Other
10253,2024/05/18,12:51,Saturday,SHEPPARD STATION,SUDP,0,0,N,YU,5661,Disorderly Patron
10254,2024/05/18,12:53,Saturday,MAIN STREET STATION,MUSAN,5,9,E,BD,5324,Unsanitary Vehicle
10255,2024/05/18,13:17,Saturday,ST CLAIR WEST STATION,SUDP,0,0,,YU,0,Disorderly Patron
10256,2024/05/18,13:28,Saturday,DUFFERIN STATION,MUSAN,3,7,W,BD,5210,Unsanitary Vehicle
10257,2024/05/18,13:31,Saturday,DUNDAS WEST STATION,MUIRS,0,0,E,BD,5364,Injured or ill Customer (In Station) - Medical Aid Refused
10258,2024/05/18,13:48,Saturday,ST CLAIR STATION,MUIS,0,0,N,YU,0,Injured or ill Customer (In Station) - Transported
10259,2024/05/18,14:03,Saturday,OSSINGTON STATION,SUDP,19,23,W,BD,5191,Disorderly Patron
10260,2024/05/18,14:29,Saturday,SHEPPARD WEST STATION,SUO,20,24,N,YU,5566,Passenger Other
10261,2024/05/18,14:43,Saturday,ST GEORGE YUS STATION,SUUT,0,0,N,YU,0,Unauthorized at Track Level
10262,2024/05/18,15:03,Saturday,SPADINA BD STATION,SUDP,3,7,W,BD,5067,Disorderly Patron
10263,2024/05/18,15:24,Saturday,UNION STATION,MUIS,0,0,,YU,0,Injured or ill Customer (In Station) - Transported
10264,2024/05/18,15:27,Saturday,BAY LOWER,MUO,53,57,S,YU,5436,Miscellaneous Other
10265,2024/05/18,15:28,Saturday,WELLESLEY STATION,MUIRS,0,0,N,YU,0,Injured or ill Customer (In Station) - Medical Aid Refused
10266,2024/05/18,16:16,Saturday,FINCH WEST STATION,SUDP,0,0,,YU,0,Disorderly Patron
10267,2024/05/18,16:25,Saturday,VAUGHAN MC STATION,PUOPO,0,0,S,YU,6111,OPTO (COMMS) Train Door Monitoring
10268,2024/05/18,16:30,Saturday,PAPE STATION,SUSA,0,0,E,BD,5023,Sexual Assault
10269,2024/05/18,16:36,Saturday,EGLINTON WEST STATION,MUPAA,4,8,N,YU,5736,Passenger Assistance Alarm Activated - No Trouble Found
10270,2024/05/18,16:42,Saturday,DUFFERIN STATION,SUDP,4,8,W,YU,5313,Disorderly Patron
10271,2024/05/18,16:46,Saturday,DOWNSVIEW PARK STATION,PUOPO,3,7,S,YU,5466,OPTO (COMMS) Train Door Monitoring
10272,2024/05/18,17:04,Saturday,VAUGHAN MC STATION,MUSAN,4,8,S,YU,5586,Unsanitary Vehicle
10273,2024/05/18,17:09,Saturday,BROADVIEW STATION,PUMO,0,0,,BD,0,Station Other
10274,2024/05/18,17:22,Saturday,MUSEUM STATION,MUNCA,0,0,,YU,0,MUNCA
10275,2024/05/18,18:11,Saturday,MUSEUM STATION,MUIRS,0,0,S,YU,0,Injured or ill Customer (In Station) - Medical Aid Refused
10276,2024/05/18,18:19,Saturday,YONGE BD STATION,PUMEL,0,0,,BD,0,Escalator/Elevator Incident
10277,2024/05/18,18:31,Saturday,MUSEUM STATION,MUNCA,0,0,,YU,0,MUNCA
10278,2024/05/18,19:13,Saturday,FINCH WEST STATION,SUDP,6,10,N,YU,5576,Disorderly Patron
10279,2024/05/18,19:13,Saturday,WARDEN STATION,MUNCA,0,0,,BD,0,MUNCA
10280,2024/05/18,19:19,Saturday,DONLANDS STATION,SUROB,0,0,,BD,0,Robbery
10281,2024/05/18,19:31,Saturday,KEELE STATION,SUO,0,0,W,BD,0,Passenger Other
10282,2024/05/18,20:33,Saturday,ST CLAIR WEST STATION,MUO,0,0,,YU,0,Miscellaneous Other
10283,2024/05/18,20:33,Saturday,BATHURST STATION,SUDP,0,0,E,BD,0,Disorderly Patron
10284,2024/05/18,20:36,Saturday,HIGH PARK STATION,MUIRS,0,0,W,BD,0,Injured or ill Customer (In Station) - Medical Aid Refused
10285,2024/05/18,20:51,Saturday,KIPLING STATION,PUMEL,0,0,,BD,0,Escalator/Elevator Incident
10286,2024/05/18,20:55,Saturday,BROADVIEW STATION,MUDD,6,11,E,BD,5349,Door Problems - Debris Related
10287,2024/05/18,21:20,Saturday,DUNDAS STATION,SUO,0,0,S,YU,0,Passenger Other
10288,2024/05/18,21:25,Saturday,DUNDAS WEST STATION,TUMVS,3,8,W,BD,5191,Operator Violated Signal
10289,2024/05/18,21:35,Saturday,COXWELL STATION,MUIS,0,0,,BD,0,Injured or ill Customer (In Station) - Transported
10290,2024/05/18,21:49,Saturday,ST CLAIR STATION,MUI,17,22,N,YU,5541,Injured or ill Customer (On Train) - Transported
10291,2024/05/18,22:00,Saturday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/ BD,0,Miscellaneous Other
10292,2024/05/18,22:06,Saturday,VAUGHAN MC STATION,PUOPO,0,0,,YU,0,OPTO (COMMS) Train Door Monitoring
10293,2024/05/18,22:15,Saturday,LAWRENCE WEST STATION,SUDP,0,0,,YU,0,Disorderly Patron
10294,2024/05/18,22:44,Saturday,YONGE BD STATION,SUO,18,24,E,BD,5318,Passenger Other
10295,2024/05/18,22:46,Saturday,BLOOR STATION,SUO,0,0,S,YU,5441,Passenger Other
10296,2024/05/18,23:03,Saturday,ROSEDALE STATION,MUPAA,0,0,N,YU,6111,Passenger Assistance Alarm Activated - No Trouble Found
10297,2024/05/18,23:14,Saturday,KENNEDY BD STATION,MUTO,12,18,W,BD,5223,Misc. Transportation Other - Employee Non-Chargeable
10298,2024/05/18,23:52,Saturday,BATHURST STATION,MUIRS,0,0,W,BD,0,Injured or ill Customer (In Station) - Medical Aid Refused
10299,2024/05/18,00:15,Saturday,SPADINA YUS STATION,MUIS,0,0,N,YU,0,Injured or ill Customer (In Station) - Transported
10300,2024/05/18,00:24,Saturday,KENNEDY BD STATION,MUTO,6,12,W,BD,5277,Misc. Transportation Other - Employee Non-Chargeable
10301,2024/05/18,00:31,Saturday,UNION STATION,MUIS,0,0,,YU,0,Injured or ill Customer (In Station) - Transported
10302,2024/05/18,00:52,Saturday,KENNEDY BD STATION,MUIRS,0,0,,BD,0,Injured or ill Customer (In Station) - Medical Aid Refused
10303,2024/05/18,01:02,Saturday,KIPLING STATION,SUO,0,0,,BD,0,Passenger Other
10304,2024/05/18,01:06,Saturday,KENNEDY BD STATION,SUDP,0,0,,BD,0,Disorderly Patron
10305,2024/05/18,01:21,Saturday,DUPONT STATION,MUIRS,0,0,,YU,0,Injured or ill Customer (In Station) - Medical Aid Refused
10306,2024/05/18,01:25,Saturday,COLLEGE STATION,SUEAS,12,17,N,YU,5596,Emergency Alarm Station Activation
10307,2024/05/18,16:09,Saturday,BUCHAN ESB,PUSCA,0,0,E,SHP,6176,SCADA Related Problems
10308,2024/05/18,23:02,Saturday,LESLIE STATION,PUOPO,0,0,W,SHP,6186,OPTO (COMMS) Train Door Monitoring
10309,2024/05/19,08:31,Sunday,BLOOR STATION,TUS,18,0,N,YU,5406,Crew Unable to Maintain Schedule
10310,2024/05/19,09:17,Sunday,VAUGHAN MC STATION,PUOPO,0,0,S,YU,6111,OPTO (COMMS) Train Door Monitoring
10311,2024/05/19,11:03,Sunday,KIPLING STATION,SUEAS,5,10,E,BD,5144,Emergency Alarm Station Activation
10312,2024/05/19,12:03,Sunday,VAUGHAN MC STATION,PUOPO,0,0,N,YU,6111,OPTO (COMMS) Train Door Monitoring
10313,2024/05/19,12:03,Sunday,MAIN STREET STATION,EUSC,0,0,W,BD,5097,Speed Control Equipment
10314,2024/05/19,13:48,Sunday,LAWRENCE WEST STATION,PUATC,0,0,S,YU,6056,ATC Signals Other
10315,2024/05/19,14:51,Sunday,ST GEORGE YUS STATION,SUDP,7,11,N,YU,5451,Disorderly Patron
10316,2024/05/19,15:04,Sunday,JANE STATION,MUIRS,0,0,,BD,0,Injured or ill Customer (In Station) - Medical Aid Refused
10317,2024/05/19,15:09,Sunday,BLOOR STATION,MUIS,0,0,N,YU,0,Injured or ill Customer (In Station) - Transported
10318,2024/05/19,15:21,Sunday,MARKDALE EEB,SUO,0,0,,YU,0,Passenger Other
10319,2024/05/19,15:45,Sunday,EGLINTON STATION,MUIRS,0,0,,YU,0,Injured or ill Customer (In Station) - Medical Aid Refused
10320,2024/05/19,15:52,Sunday,GREENWOOD STATION,MUIRS,0,0,,BD,0,Injured or ill Customer (In Station) - Medical Aid Refused
10321,2024/05/19,16:01,Sunday,DONLANDS STATION,TUO,5,9,E,BD,5208,Transportation Department - Other
10322,2024/05/19,16:22,Sunday,WARDEN STATION,MUIS,0,0,,BD,0,Injured or ill Customer (In Station) - Transported
10323,2024/05/19,16:29,Sunday,KEELE STATION,SUDP,0,0,W,BD,0,Disorderly Patron
10324,2024/05/19,16:29,Sunday,DUPONT STATION,MUIS,0,0,N,YU,5891,Injured or ill Customer (In Station) - Transported
10325,2024/05/19,17:19,Sunday,WELLESLEY STATION,MUPAA,4,8,S,YU,5836,Passenger Assistance Alarm Activated - No Trouble Found
10326,2024/05/19,17:50,Sunday,BROADVIEW STATION,MUIS,0,0,E,BD,0,Injured or ill Customer (In Station) - Transported
10327,2024/05/19,18:09,Sunday,YONGE BD STATION,SUAE,0,0,,BD,0,Assault / Employee Involved
10328,2024/05/19,18:26,Sunday,QUEEN'S PARK STATION,MUATC,4,8,S,YU,5596,ATC Project
10329,2024/05/19,18:48,Sunday,KEELE STATION,SUO,0,0,,BD,7270,Passenger Other
10330,2024/05/19,18:50,Sunday,SUMMERHILL STATION,MUI,18,22,N,YU,5596,Injured or ill Customer (On Train) - Transported
10331,2024/05/19,18:52,Sunday,DUNDAS STATION,MUIRS,0,0,S,YU,0,Injured or ill Customer (In Station) - Medical Aid Refused
10332,2024/05/19,19:50,Sunday,QUEEN STATION,SUAE,0,0,S,YU,5746,Assault / Employee Involved
10333,2024/05/19,20:19,Sunday,VAUGHAN MC STATION,PUOPO,3,9,S,YU,6111,OPTO (COMMS) Train Door Monitoring
10334,2024/05/19,20:52,Sunday,ST CLAIR STATION,SUPOL,7,13,S,YU,5736,Held By Polce - Non-TTC Related
10335,2024/05/19,20:58,Sunday,EGLINTON STATION,SUPOL,0,0,S,YU,5866,Held By Polce - Non-TTC Related
10336,2024/05/19,21:14,Sunday,DUNDAS STATION,MUIRS,0,0,N,YU,0,Injured or ill Customer (In Station) - Medical Aid Refused
10337,2024/05/19,22:00,Sunday,YONGE-UNIVERSITY AND B,MUO,0,0,,YUS/BD,0,Miscellaneous Other
10338,2024/05/19,22:43,Sunday,LANSDOWNE STATION,MUNCA,0,0,,BD,0,MUNCA
10339,2024/05/19,22:43,Sunday,ST GEORGE YUS STATION,MUI,17,22,N,YU,5416,Injured or ill Customer (On Train) - Transported
10340,2024/05/19,22:46,Sunday,OLD MILL STATION,SUO,10,16,E,BD,5177,Passenger Other
10341,2024/05/19,22:51,Sunday,COXWELL STATION,SUO,0,0,,BD,0,Passenger Other
10342,2024/05/19,22:58,Sunday,LAWRENCE STATION,MUI,4,9,N,YU,5551,Injured or ill Customer (On Train) - Transported
10343,2024/05/19,23:00,Sunday,SPADINA YUS STATION,PUOPO,7,13,N,YU,5746,OPTO (COMMS) Train Door Monitoring
10344,2024/05/19,23:43,Sunday,ST CLAIR WEST STATION,EUO,7,11,N,YU,6091,RC&S Other
10345,2024/05/19,00:27,Sunday,ISLINGTON STATION,PUMEL,0,0,,BD,0,Escalator/Elevator Incident
10346,2024/05/19,00:34,Sunday,BATHURST STATION,SUDP,0,0,E,BD,0,Disorderly Patron
10347,2024/05/19,01:05,Sunday,ST GEORGE BD STATION,SUDP,0,0,W,BD,5012,Disorderly Patron
10348,2024/05/19,01:30,Sunday,ST GEORGE YUS STATION,SUDP,3,9,N,YU,5981,Disorderly Patron
10349,2024/05/19,01:36,Sunday,BROADVIEW STATION,MUIS,0,0,,BD,0,Injured or ill Customer (In Station) - Transported
10350,2024/05/19,01:53,Sunday,KIPLING STATION,SUDP,0,0,,BD,0,Disorderly Patron
